stat08,semel,sa,eligible,voted,valid,disq,n_ballots,אמת,אר,ב,ג,ד,ה,ו,זך,חי,ט,ים,ינ,יק,כן,ל,מחל,מרצ,נ,נפ,נץ,נר,עם,פ,פח,פי,פק,ץ,צי,ק,קנ,קפ,קץ,רק,שס
700131,70,131,2127,1047,1028,19,3,43,0,18,17,2,2,1,7,1,12,0,2,1,150,322,234,9,1,0,0,0,0,2,0,0,2,0,3,2,7,0,1,2,187
700223,70,223,2993,1432,1402,30,5,30,0,24,81,0,1,0,10,0,13,3,2,1,140,379,387,8,4,1,0,0,3,0,0,0,0,0,5,1,5,1,2,6,295
700142,70,142,4759,3266,3232,34,8,30,0,20,1221,1,1,1,6,3,24,0,0,2,128,308,318,9,2,0,0,0,3,1,0,0,1,1,3,4,6,2,0,2,1135
700231,70,231,6475,3904,3820,84,11,153,4,79,62,2,9,3,16,4,76,1,0,4,504,1113,1098,25,4,0,0,0,1,5,0,0,2,3,9,6,8,0,3,10,616
700221,70,221,5764,3127,3060,67,9,111,0,49,169,2,9,1,12,5,42,0,0,0,442,724,946,17,11,1,4,0,2,3,0,2,3,1,3,2,11,5,0,5,478
700143,70,143,3179,2090,2061,29,6,27,0,22,437,1,1,1,9,1,33,0,0,1,83,227,230,9,0,1,1,1,2,1,0,0,0,1,0,4,5,1,0,1,961
700242,70,242,7066,3842,3766,76,11,267,4,80,52,0,8,2,31,4,57,1,2,2,745,741,1097,42,3,2,1,3,0,1,0,1,2,0,7,4,12,1,8,5,581
700222,70,222,2250,1192,1140,52,4,22,0,25,82,1,0,0,5,1,12,0,0,0,110,312,343,10,5,0,0,0,3,0,0,0,0,2,3,2,2,0,1,3,196
700144,70,144,4523,2894,2832,62,8,36,0,29,391,1,6,1,6,3,31,1,1,2,203,803,540,7,4,0,0,1,4,0,0,1,1,3,2,5,8,0,3,3,736
700233,70,233,2937,1669,1644,25,5,96,1,24,20,0,4,1,12,3,42,0,0,0,296,373,509,7,3,0,0,0,0,1,0,0,1,1,3,3,5,0,1,3,235
700234,70,234,1947,1097,1083,14,3,53,1,24,22,0,2,0,11,0,24,0,0,0,156,307,283,9,2,0,0,0,0,1,0,0,0,1,2,2,6,0,3,3,171
700241,70,241,3251,1894,1856,38,5,130,0,55,19,4,0,1,22,2,37,1,0,0,388,321,521,21,3,0,1,0,1,1,0,1,2,1,2,2,8,0,2,3,307
700243,70,243,1706,976,965,11,3,80,0,23,4,0,5,0,6,0,14,1,0,1,244,126,322,14,2,1,0,0,0,4,0,0,0,0,1,0,2,0,0,0,115
700323,70,323,2516,1384,1354,30,4,25,0,16,45,0,1,2,4,3,16,1,1,1,150,444,313,6,7,0,0,0,0,0,0,0,0,0,4,2,2,2,1,1,307
700321,70,321,3744,2298,2244,54,6,48,1,12,56,0,2,0,8,1,27,0,1,3,321,1018,461,5,5,1,1,2,1,1,0,0,1,0,2,2,7,2,5,6,244
700322,70,322,3441,2469,2445,24,6,16,0,63,1083,0,4,0,3,0,16,0,1,1,138,442,381,2,5,0,0,1,0,3,0,0,4,1,4,1,2,0,3,3,268
700425,70,425,1775,1088,1076,12,3,73,0,15,6,0,3,0,5,1,14,0,1,0,274,208,339,21,0,0,0,0,0,2,0,0,0,0,2,1,7,0,0,3,101
700423,70,423,2282,1420,1414,6,4,77,0,18,10,0,2,1,11,2,21,0,0,1,347,289,455,27,0,0,0,0,0,5,0,0,0,0,3,2,5,1,0,4,133
700433,70,433,3039,2076,2058,18,5,206,0,56,15,0,6,0,19,4,51,0,0,2,556,161,699,35,0,0,0,1,0,4,0,0,0,0,5,1,5,0,1,6,225
700332,70,332,8279,5455,5345,110,13,109,3,95,127,2,15,1,24,7,105,0,3,2,699,2010,1354,23,9,2,1,0,1,2,0,0,1,0,6,5,15,0,7,14,703
700343,70,343,7088,4598,4525,73,11,104,2,34,36,3,7,1,10,4,42,0,2,1,732,2198,928,24,12,0,2,4,0,1,0,0,2,2,5,5,14,1,13,6,330
700342,70,342,679,466,461,5,1,14,0,0,1,0,1,1,0,0,2,1,0,1,64,245,114,1,2,0,1,0,0,0,0,0,0,0,2,1,1,0,1,0,8
700411,70,411,9717,6491,6357,134,15,165,2,38,39,3,10,6,14,8,26,0,2,4,1015,3302,1399,28,11,0,2,0,1,5,0,3,2,3,7,5,26,0,14,23,194
700211,70,211,6268,5507,5471,36,10,2,0,10,3761,0,0,0,0,0,36,0,0,0,4,2,39,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1616
700317,70,317,3854,2446,2408,38,6,97,1,50,22,0,2,1,13,1,41,1,0,0,460,667,773,14,0,2,0,1,0,1,0,0,1,0,3,0,11,1,1,7,237
700316,70,316,9561,6055,5955,100,15,298,0,61,51,3,9,4,18,19,94,1,2,2,1080,1749,1904,42,3,0,3,3,4,2,0,2,2,2,9,5,19,1,5,19,539
700314,70,314,520,315,311,4,1,26,0,3,1,0,0,0,0,0,8,0,0,0,65,62,99,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,38
700422,70,422,3526,2322,2289,33,6,106,0,47,16,2,4,1,6,1,35,1,1,1,503,490,694,18,0,0,0,0,0,1,0,0,0,0,3,1,13,0,0,8,337
700421,70,421,5450,3701,3668,33,9,232,1,72,30,0,9,1,17,6,69,0,1,1,714,715,1234,27,1,1,0,1,3,1,0,0,1,1,8,2,5,3,2,10,500
1990001,199,1,464,322,320,2,1,132,0,1,0,0,2,0,0,0,5,0,0,0,116,12,27,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
1880001,188,1,389,248,248,0,1,126,0,3,0,0,2,0,4,0,0,0,0,0,69,11,15,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,5
11880001,1188,1,322,247,245,2,1,57,0,26,1,0,50,1,2,0,9,0,0,0,29,18,45,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2
37220001,3722,1,244,196,191,5,2,6,0,36,0,0,0,0,1,0,36,0,0,0,39,13,52,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7
20210001,2021,1,93,58,58,0,1,9,0,3,0,0,3,0,0,0,1,0,0,0,16,6,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11520001,1152,1,225,144,142,2,1,25,0,3,0,0,3,0,1,0,0,0,0,0,60,14,23,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,3
71000212,7100,212,6807,4130,4080,50,11,242,0,78,24,3,16,2,18,9,156,0,3,3,688,1000,1383,19,12,0,1,1,2,1,0,2,0,1,6,1,9,0,1,12,387
71000113,7100,113,10076,6347,6294,53,17,570,1,138,25,0,23,6,30,12,188,1,2,0,1556,800,2265,73,5,0,2,1,0,5,0,2,2,0,16,1,19,1,0,19,531
71000222,7100,222,1077,593,582,11,2,18,0,22,9,0,0,0,0,1,21,0,0,1,57,111,202,1,2,2,0,0,0,0,0,1,1,0,0,1,3,0,0,1,128
71000223,7100,223,2018,1215,1180,35,3,16,1,21,10,0,3,1,5,3,21,0,1,0,129,584,255,4,6,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,109
71000213,7100,213,3396,2119,2079,40,6,42,0,9,14,0,1,2,9,1,22,1,1,0,240,1170,443,9,12,0,0,1,0,2,0,1,1,1,5,3,9,0,1,3,76
71000215,7100,215,4691,2785,2738,47,8,84,2,16,27,3,7,0,15,7,39,1,1,2,407,1211,727,14,10,0,1,0,2,3,0,0,0,1,2,2,12,2,2,4,134
71000226,7100,226,3605,2002,1981,21,6,85,1,76,30,0,2,2,17,6,86,1,0,0,171,224,769,3,0,0,0,1,2,1,0,0,1,1,1,2,6,0,1,0,492
71000225,7100,225,2847,1530,1520,10,4,48,2,48,34,0,2,0,7,1,94,0,0,1,167,148,595,7,0,0,0,1,0,4,0,1,0,0,3,0,0,1,1,1,354
71000313,7100,313,6399,3325,3218,107,11,74,1,26,32,8,1,2,12,4,36,0,3,3,318,1520,780,11,26,1,3,1,2,2,0,2,0,1,3,8,12,2,1,4,319
71000316,7100,316,6023,2786,2727,59,10,109,0,42,40,2,2,0,14,7,63,0,1,2,326,903,663,11,13,1,0,4,4,2,0,1,3,1,2,7,16,3,0,3,482
71000314,7100,314,6314,3070,2973,97,10,76,0,40,36,4,2,4,10,2,49,1,3,3,316,965,895,5,14,0,0,2,1,2,0,3,6,1,3,3,8,6,3,5,505
71000124,7100,124,7215,4411,4383,28,13,445,0,167,26,1,16,3,47,6,223,1,2,4,881,493,1518,52,6,0,0,0,0,1,0,0,0,2,12,1,15,1,1,10,449
71000123,7100,123,5783,3433,3398,35,10,418,0,136,22,0,26,3,42,6,109,3,2,2,811,482,1037,55,3,0,0,0,0,1,0,2,1,1,9,2,7,2,0,10,206
71000122,7100,122,2762,1265,1245,20,5,120,1,40,11,0,2,0,16,1,26,0,0,1,244,232,418,14,1,1,0,0,0,0,0,0,0,3,0,0,6,0,1,3,104
71000114,7100,114,3935,2170,2139,31,6,240,1,56,15,4,10,1,21,5,62,0,0,0,579,225,718,36,0,1,1,0,0,5,0,1,0,0,5,0,9,1,0,5,138
71000322,7100,322,2613,1461,1417,44,4,37,0,19,52,1,0,1,2,1,39,0,1,0,172,338,445,3,4,0,0,1,0,2,0,1,0,1,1,1,7,1,1,4,282
71000323,7100,323,5143,2821,2759,62,8,50,0,32,38,6,4,3,10,5,58,1,3,3,269,1177,719,10,11,0,1,3,2,4,0,1,0,0,1,4,11,3,1,4,325
71000127,7100,127,2227,1171,1149,22,4,38,0,22,11,0,4,0,8,2,42,0,1,1,150,294,426,2,2,0,0,0,0,2,0,1,0,0,2,1,4,0,2,1,133
71000311,7100,311,2079,1228,1201,27,3,13,1,6,15,0,2,0,4,0,15,0,0,0,161,568,320,4,3,2,0,1,2,0,0,0,2,1,3,1,8,0,0,2,67
71000221,7100,221,2364,1421,1389,32,4,16,0,7,4,2,5,1,4,5,13,3,2,1,155,783,324,9,7,0,0,0,0,0,0,0,1,0,4,3,5,0,0,4,31
71000224,7100,224,763,477,467,10,1,4,0,4,6,0,1,0,1,1,9,0,0,0,45,257,117,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
71000126,7100,126,1515,884,876,8,3,67,0,22,7,0,3,1,5,1,53,0,0,0,136,146,339,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,86
12560001,1256,1,325,216,212,4,1,16,0,14,3,0,0,0,0,0,8,0,0,1,68,27,59,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,13
7400001,740,1,564,417,415,2,1,29,0,12,6,0,12,0,0,1,18,0,0,0,44,41,106,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,126
60000003,6000,3,18857,9431,9286,145,29,422,2,0,1,3652,3,497,1,3,15,4,0,3,50,4,15,38,1,0,2,0,4489,1,0,3,4,13,4,46,1,2,4,4,2
60000006,6000,6,648,273,264,9,1,7,0,0,1,108,0,9,0,0,0,1,0,0,0,0,0,2,0,0,0,0,132,0,0,0,0,0,0,3,0,1,0,0,0
1550001,155,1,563,456,456,0,1,190,0,0,0,0,5,0,6,4,1,0,0,0,163,18,39,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25300001,2530,1,5786,3627,3573,54,10,309,1,136,81,0,15,8,15,6,90,0,0,3,1023,341,938,49,2,3,0,1,1,40,0,0,4,1,8,5,15,1,2,9,466
90000111,9000,111,1680,686,670,16,3,25,0,6,1,1,1,1,5,3,24,0,1,1,65,195,169,1,1,0,0,0,2,1,0,0,0,1,3,1,4,1,1,3,153
90000122,9000,122,1609,679,656,23,4,33,0,11,10,3,6,8,0,2,9,0,1,2,105,124,205,9,1,1,1,1,3,1,0,0,0,1,1,1,0,1,0,0,116
90000121,9000,121,1078,444,430,14,2,12,0,7,2,2,2,5,3,0,13,0,4,0,42,138,86,7,1,0,0,1,4,0,0,0,1,0,0,0,0,0,0,0,100
90000113,9000,113,5414,2262,2200,62,10,56,4,76,21,3,1,2,10,2,47,2,1,1,231,731,593,8,9,0,1,0,4,0,0,1,1,1,2,5,7,1,1,6,372
90000132,9000,132,3159,1364,1325,39,6,55,0,13,5,5,3,5,11,3,20,0,0,0,214,473,314,15,5,0,0,0,5,0,0,0,2,0,1,3,3,0,3,1,166
90000123,9000,123,2000,857,842,15,4,58,1,18,2,0,6,2,10,0,36,0,0,1,129,137,254,11,1,1,0,0,4,0,0,0,0,0,1,0,1,0,1,1,167
90000133,9000,133,1739,662,637,25,4,37,0,7,6,0,3,1,3,0,17,2,0,1,96,155,148,6,3,1,1,0,1,0,0,0,0,0,0,0,5,1,0,3,140
90000432,9000,432,6180,3057,3000,57,11,207,0,129,31,2,12,3,19,2,183,1,0,3,514,791,729,47,6,1,1,0,2,1,0,0,1,2,2,1,12,0,3,9,286
90000434,9000,434,7604,4041,3971,70,14,393,0,126,38,4,30,6,41,12,228,0,0,5,841,724,945,104,4,0,1,4,3,5,0,1,2,1,7,6,9,2,3,14,412
90000423,9000,423,7338,4389,4328,61,12,482,2,110,21,2,27,7,41,6,100,0,2,4,1200,786,1098,90,4,1,2,3,2,5,0,0,1,1,3,4,11,1,2,12,298
90000213,9000,213,8194,4539,4452,87,14,260,2,70,79,2,7,7,32,8,65,1,1,5,770,1107,1141,35,4,1,3,2,4,1,0,1,1,0,4,2,13,1,0,6,817
90000211,9000,211,2803,1509,1485,24,6,167,0,23,9,2,7,13,13,3,17,0,0,1,299,315,439,9,8,0,0,0,0,0,0,1,0,0,4,0,7,0,2,1,145
90000215,9000,215,2744,1326,1270,56,5,52,0,7,3,1,2,4,3,2,26,1,3,2,157,560,303,11,11,0,1,2,1,1,0,0,0,0,3,3,5,0,4,1,101
90000511,9000,511,2079,923,899,24,3,18,0,5,5,3,3,1,4,0,5,0,3,0,118,400,232,1,2,1,0,0,1,0,0,0,2,0,1,0,2,0,0,3,89
90000512,9000,512,2401,1211,1196,15,4,91,1,34,8,0,3,5,11,1,26,0,1,1,231,158,428,12,3,0,0,0,2,0,0,0,0,0,1,2,2,0,0,2,173
90000623,9000,623,289,150,147,3,1,14,0,3,0,0,0,0,1,0,3,0,0,0,34,18,52,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19
90000632,9000,632,332,155,154,1,1,12,0,1,2,0,1,0,0,0,1,1,0,3,39,20,32,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,35
90000633,9000,633,4258,1718,1690,28,8,88,1,83,13,4,7,8,13,4,35,0,0,0,231,391,486,21,7,2,0,3,0,3,0,1,1,0,2,1,6,1,1,5,272
90000522,9000,522,3124,1632,1610,22,5,96,1,46,16,1,3,6,9,5,85,0,0,0,245,193,510,16,3,0,1,0,6,1,0,2,2,0,4,1,4,0,1,2,351
90000631,9000,631,3582,1747,1718,29,6,104,0,21,13,3,11,12,19,1,23,0,0,1,249,646,402,21,6,0,1,0,5,4,0,0,1,0,4,1,6,3,0,2,159
90000216,9000,216,597,305,297,8,1,24,0,7,4,1,0,0,4,0,9,0,1,0,48,66,73,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56
90000523,9000,523,4704,2294,2262,32,8,164,1,53,38,1,12,4,24,2,116,0,1,1,425,315,652,18,1,1,0,2,1,3,0,0,1,0,2,2,6,1,2,6,407
90000222,9000,222,6837,3077,2968,109,11,105,1,22,19,7,4,10,18,1,40,1,1,2,467,1224,670,21,14,2,1,3,8,0,0,4,6,2,8,2,13,5,5,8,274
90000611,9000,611,2640,1466,1457,9,5,231,0,37,8,0,3,2,12,21,26,0,0,1,358,180,462,24,0,0,0,1,3,1,0,0,0,0,1,1,3,0,0,5,77
90000622,9000,622,1966,905,892,13,4,64,1,8,8,1,1,5,4,4,22,1,0,2,162,196,275,4,2,2,0,0,2,1,0,0,2,0,0,1,2,0,0,1,121
90000612,9000,612,2275,1203,1187,16,4,159,0,30,14,1,8,1,15,2,46,1,0,0,249,187,306,29,2,0,0,0,1,0,0,0,1,1,2,0,3,2,1,5,121
90000521,9000,521,3570,2048,2032,16,6,158,0,45,4,0,7,7,12,1,25,1,0,0,521,527,532,19,0,0,1,0,0,0,0,0,0,0,2,4,5,1,0,12,148
90000614,9000,614,2073,1144,1117,27,4,11,0,2,2,3,2,1,3,0,5,0,4,1,109,706,232,4,4,0,1,1,0,0,0,1,0,1,3,4,0,1,1,1,14
90000613,9000,613,3440,2159,2137,22,6,265,0,40,10,7,18,20,11,7,54,0,0,2,647,179,661,48,0,0,0,1,1,0,0,0,0,0,4,1,7,0,1,8,145
90000313,9000,313,2457,1461,1431,30,4,53,0,29,11,2,6,2,7,0,18,0,1,0,227,487,425,6,2,0,0,0,0,1,0,1,1,0,1,0,2,0,2,2,145
90000234,9000,234,4421,2736,2707,29,7,175,0,45,12,3,5,3,12,6,30,0,0,1,505,843,825,13,5,1,0,0,0,2,0,0,0,0,2,4,8,0,0,4,203
90000421,9000,421,4498,2973,2952,21,8,314,0,88,26,1,12,5,6,11,93,0,0,5,755,331,981,28,3,1,0,0,5,5,0,0,0,0,6,1,7,0,0,9,259
90000224,9000,224,3565,2024,1970,54,6,131,1,32,9,0,5,0,5,3,43,0,0,0,363,582,569,16,3,0,0,1,4,1,0,0,2,0,1,0,9,0,2,3,185
90000223,9000,223,2271,1270,1246,24,4,72,0,15,8,0,1,4,12,1,18,1,1,3,228,395,359,2,2,0,0,0,7,1,0,0,1,0,0,2,4,0,2,5,102
90000225,9000,225,4863,2599,2559,40,8,77,2,22,9,1,6,6,7,4,40,0,1,3,390,927,681,19,3,1,1,4,1,2,0,1,0,0,8,3,14,1,0,10,315
90000415,9000,415,2839,1716,1690,26,5,107,0,57,9,2,5,1,6,6,85,0,1,1,330,317,505,12,0,1,1,1,0,2,0,1,0,0,4,2,5,0,1,2,226
90000413,9000,413,7238,4115,4028,87,12,213,0,30,13,5,6,5,13,8,66,2,5,0,862,1373,1072,29,17,0,1,2,2,1,0,0,0,3,8,5,15,2,0,11,259
90000641,9000,641,6550,4030,3994,36,10,383,0,91,7,3,8,4,20,19,99,0,0,4,932,704,1272,70,7,0,1,0,1,1,0,1,0,0,5,2,9,0,0,10,341
90000642,9000,642,4160,2731,2709,22,7,290,0,71,19,7,22,19,19,6,85,0,0,0,732,299,891,41,0,1,1,0,5,1,0,0,0,0,1,0,3,0,0,7,189
90000226,9000,226,2401,1333,1308,25,5,50,0,18,6,1,1,2,2,3,17,0,0,0,202,420,360,15,3,0,1,1,1,1,0,0,0,1,2,0,1,0,0,0,200
90000312,9000,312,3724,2212,2182,30,6,76,0,27,6,1,4,1,5,4,31,0,1,0,377,805,634,9,2,1,0,0,1,2,0,0,0,1,2,4,12,1,2,6,167
90000645,9000,645,3375,2050,2035,15,6,194,1,43,6,3,3,2,11,5,39,0,1,2,552,320,651,21,1,0,0,0,2,5,0,1,0,0,3,0,2,0,0,2,165
90000621,9000,621,143,13,13,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4500001,450,1,369,261,261,0,1,4,0,129,1,0,16,0,1,0,24,0,0,1,30,9,42,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
6970001,697,1,529,413,410,3,1,66,0,5,0,0,13,0,3,0,7,0,0,0,205,21,55,14,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,9,8
3990001,399,1,757,583,578,5,2,337,1,2,0,0,7,5,0,2,6,0,0,0,120,13,17,62,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0
5590001,559,1,389,284,282,2,1,71,0,4,1,0,4,1,1,1,10,0,0,0,96,25,38,14,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,11
4820001,482,1,4473,2516,2463,53,7,144,1,1,1,948,0,525,1,45,1,0,1,0,56,6,7,45,0,2,0,0,659,1,0,0,0,8,0,4,0,3,0,0,4
40010001,4001,1,277,78,77,1,1,12,0,0,0,0,0,0,1,0,0,0,0,0,3,37,6,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,16
6980001,698,1,668,494,491,3,2,90,0,3,0,0,6,0,0,0,3,1,0,0,252,24,76,15,0,0,0,0,0,2,0,0,0,0,2,2,2,0,0,4,9
20430001,2043,1,267,181,180,1,1,62,0,2,0,0,4,0,0,0,0,0,0,0,73,8,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
7620001,762,1,485,354,351,3,1,26,0,26,5,0,0,0,0,0,23,0,0,0,21,3,143,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,101
2340001,234,1,718,577,576,1,2,132,0,0,0,0,7,1,3,2,2,0,0,0,315,24,56,25,0,0,2,1,0,0,0,0,0,1,0,2,0,0,0,1,2
9980001,998,1,4566,1249,1217,32,7,73,1,43,1,343,0,104,2,0,2,0,0,1,107,4,19,10,0,0,1,0,468,1,0,6,0,11,2,1,2,0,2,0,13
13480001,1348,1,103,51,48,3,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,0,0,0,0,35,0,0,0,0,0,0,1,2,0,1,0,1
3680001,368,1,501,336,335,1,1,25,0,8,7,0,1,0,2,0,23,0,0,0,39,21,96,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,107
3170001,317,1,268,157,157,0,1,44,0,3,0,0,19,2,1,0,4,0,0,0,46,4,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
35740001,3574,1,2817,2420,2409,11,5,1,0,339,12,1,4,1,0,0,1644,0,0,0,2,24,294,1,1,0,0,0,0,4,0,0,0,0,1,0,6,0,0,2,72
5620001,562,1,879,646,643,3,2,106,0,4,4,0,5,3,3,1,14,1,0,0,256,43,153,27,0,0,1,0,0,0,0,0,0,0,1,0,5,0,0,5,11
950001,95,1,537,358,356,2,2,106,1,1,0,0,2,3,0,0,0,0,0,0,89,6,13,132,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
36520001,3652,1,2399,1762,1749,13,4,58,0,27,5,0,13,0,6,1,46,2,0,0,359,200,945,15,0,1,1,0,1,1,0,0,1,0,1,0,6,0,0,10,50
6190001,619,1,206,154,154,0,1,54,3,0,0,0,1,1,2,1,0,0,0,0,63,6,9,11,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
5710001,571,1,662,512,507,5,2,14,0,178,10,0,9,0,0,0,69,0,0,0,24,15,147,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,36
4800002,480,2,6620,4710,4678,32,10,668,1,17,1,971,0,94,6,6,1,1,0,2,1143,698,463,148,0,0,0,1,2,0,0,0,0,14,1,2,10,0,2,1,425
4660001,466,1,4364,3042,3007,35,8,211,1,70,55,0,12,3,13,3,106,2,0,1,826,199,1065,33,0,0,1,0,1,12,0,1,1,0,5,2,17,0,0,10,357
7230001,723,1,407,299,297,2,1,11,0,23,1,0,0,0,1,0,27,0,0,0,10,7,128,1,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,1,83
3730001,373,1,433,333,331,2,1,91,0,4,0,0,10,4,0,1,4,0,0,1,130,12,41,26,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,1
3220001,322,1,444,297,295,2,1,78,0,3,0,0,7,1,0,0,3,0,0,2,147,15,19,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0
5720001,572,1,465,315,311,4,1,141,0,0,0,1,7,0,1,0,3,0,0,0,70,25,10,46,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0
36450001,3645,1,50,36,36,0,1,3,0,1,0,0,2,0,0,0,0,0,0,0,11,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
2420001,242,1,910,625,623,2,2,351,0,1,0,0,7,0,4,1,8,2,0,0,149,26,29,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
7100001,710,1,914,664,663,1,2,126,0,8,5,0,46,14,5,1,14,1,0,1,225,25,95,75,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,4,13
1430001,143,1,569,378,377,1,1,87,1,2,0,0,11,1,1,0,2,0,0,1,119,14,6,125,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0,1,1
35750001,3575,1,578,487,487,0,1,3,0,51,18,0,2,0,1,0,143,0,0,0,21,22,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,13
8770001,877,1,486,390,385,5,1,109,0,2,0,0,12,2,3,1,1,0,0,0,189,3,24,34,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0
20330001,2033,1,283,229,225,4,1,1,0,4,188,0,1,0,0,0,7,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19
1590001,159,1,473,355,353,2,1,94,0,2,0,0,6,1,4,0,0,0,0,0,168,14,42,19,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0
8000001,800,1,450,346,344,2,1,66,0,8,0,0,9,2,2,2,5,0,0,0,155,15,45,25,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,3,2
10500001,1050,1,1030,775,770,5,2,92,0,13,0,0,8,1,0,1,9,0,0,0,244,65,280,23,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,24
2880001,288,1,588,477,476,1,1,83,0,9,1,0,2,4,1,3,7,0,0,0,222,22,77,38,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,1
2650001,265,1,290,172,172,0,1,17,0,1,0,1,0,0,0,0,2,0,0,1,11,14,60,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,61
2000001,200,1,281,190,186,4,1,55,0,0,0,0,4,2,0,1,1,0,0,0,86,2,11,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
3260001,326,1,1418,1106,1102,4,3,321,0,10,2,0,10,5,7,1,1,0,0,0,507,36,113,68,0,0,0,0,0,0,0,0,0,0,1,0,4,3,0,7,6
4300001,430,1,515,390,388,2,1,92,0,2,3,0,8,2,0,0,4,0,0,0,165,12,60,37,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
7510001,751,1,377,298,298,0,1,6,0,57,26,0,6,0,1,0,59,0,0,0,10,17,74,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,39
7840001,784,1,514,375,373,2,1,49,0,4,0,0,6,1,0,1,2,0,0,1,145,28,105,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,7
160001,16,1,236,171,171,0,1,37,0,0,0,0,3,2,0,0,0,0,0,0,48,1,1,76,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
6720001,672,1,364,274,270,4,1,39,0,5,0,0,9,0,2,0,4,0,0,4,77,16,85,13,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,13
2020001,202,1,259,192,191,1,1,61,0,0,0,0,3,0,0,1,2,0,0,0,83,3,20,15,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0
3010001,301,1,375,254,251,3,1,25,0,12,2,0,4,0,3,1,5,0,1,0,52,22,87,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,3,30
7560001,756,1,679,492,491,1,2,95,0,14,0,0,1,0,2,0,6,0,0,1,140,36,137,5,0,0,0,1,0,2,0,0,0,0,2,0,0,0,0,4,45
6040001,604,1,534,390,388,2,1,24,0,15,2,0,3,1,1,0,10,0,0,0,56,24,146,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,102
5980001,598,1,387,281,279,2,1,56,0,2,2,0,5,0,0,1,1,0,0,0,115,8,14,71,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0
