stat08,semel,sa,eligible,voted,valid,disq,n_ballots,אמת,אר,ב,ג,ד,ה,ו,זך,חי,ט,ים,ינ,יק,כן,ל,מחל,מרצ,נ,נפ,נץ,נר,עם,פ,פח,פי,פק,ץ,צי,ק,קנ,קפ,קץ,רק,שס
82000021,8200,21,1211,826,812,14,2,117,0,9,1,0,5,0,9,1,6,0,0,0,260,130,217,18,2,0,1,0,0,3,0,0,0,0,2,1,3,0,0,5,22
82000011,8200,11,3169,2491,2456,35,5,334,0,39,3,1,14,1,30,5,12,0,1,1,1006,216,676,35,0,0,0,0,0,6,0,0,0,0,1,0,7,0,0,5,63
10340005,1034,5,7598,4366,4285,81,13,328,1,293,37,3,7,1,65,3,392,4,2,5,752,385,1275,9,3,3,0,1,3,2,0,3,1,1,10,5,13,3,2,8,665
10340006,1034,6,2950,1591,1547,44,5,89,0,99,62,2,3,1,4,1,83,0,1,2,219,143,477,9,5,2,0,0,1,4,0,1,3,0,2,5,7,2,2,4,314
10340002,1034,2,1820,935,918,17,3,107,0,62,5,0,0,0,5,3,19,1,2,3,154,117,248,2,0,2,0,0,1,2,0,1,0,1,0,0,1,1,0,3,178
10340003,1034,3,518,260,242,18,1,17,0,23,3,0,0,1,0,1,7,0,1,1,24,20,57,2,0,0,0,0,2,0,0,0,0,4,2,0,1,1,0,0,75
10340007,1034,7,2220,1367,1354,13,4,16,0,52,29,1,1,0,1,0,645,0,1,1,38,55,205,1,1,1,2,1,0,1,0,3,0,0,1,1,1,0,0,1,295
37460001,3746,1,269,218,216,2,1,0,0,36,0,0,0,0,0,0,78,0,0,0,1,8,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
780001,78,1,278,208,207,1,1,70,2,2,0,0,13,6,1,0,0,0,0,0,56,3,16,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3
4690004,469,4,3164,1970,1945,25,5,157,3,100,8,0,4,2,9,4,93,0,2,1,298,158,778,14,1,0,0,1,2,2,0,1,0,1,4,2,2,0,1,4,293
4690003,469,3,597,324,314,10,1,18,0,18,5,0,1,0,1,1,22,0,0,0,29,30,121,1,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,62
4690002,469,2,3576,2177,2138,39,6,167,1,64,6,4,8,2,8,1,51,0,0,2,506,344,706,27,4,2,1,1,3,6,0,0,0,2,3,3,6,0,2,10,198
28000004,2800,4,2940,1461,1437,24,5,65,0,63,27,1,3,4,1,1,19,1,0,0,204,457,424,13,1,0,1,2,0,3,0,0,1,1,1,2,4,0,1,3,134
28000005,2800,5,1715,892,880,12,3,42,0,59,5,0,2,1,5,3,23,0,0,0,131,146,329,5,0,0,0,0,2,0,0,0,2,0,2,0,2,0,0,1,120
28000010,2800,10,4648,2419,2390,29,8,225,0,97,35,0,6,2,20,3,30,1,0,1,472,502,674,20,3,0,0,1,1,9,0,1,0,4,4,1,17,0,0,4,257
28000006,2800,6,2347,1260,1248,12,4,119,0,91,7,1,1,3,8,1,42,0,0,1,240,147,387,15,0,0,0,0,1,3,0,0,0,2,0,0,11,0,1,3,164
28000003,2800,3,4422,2327,2286,41,8,179,0,122,23,1,6,2,6,4,46,0,0,2,386,548,669,19,4,1,0,0,0,6,0,0,0,5,2,0,9,0,2,7,237
28000002,2800,2,1822,996,979,17,3,79,0,74,5,0,7,1,3,2,15,0,0,2,148,230,290,11,4,1,0,0,0,2,0,0,0,0,0,0,2,0,1,5,97
36400001,3640,1,4540,3322,3283,39,8,27,0,336,26,1,6,2,4,5,1065,1,0,0,154,378,1084,7,0,0,0,1,1,0,0,0,0,1,1,1,8,0,2,7,165
40060001,4006,1,347,254,253,1,1,0,0,99,2,0,3,0,0,0,113,0,0,0,1,2,29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
5430001,543,1,5323,2626,2560,66,8,189,0,0,9,523,0,891,5,1,0,3,0,2,146,135,208,45,1,0,0,0,269,0,0,0,1,7,0,2,3,1,0,0,119
13340001,1334,1,169,100,95,5,1,17,0,0,0,0,0,7,0,30,0,0,0,0,7,0,5,0,0,0,0,0,28,0,0,0,0,0,0,0,1,0,0,0,0
9900001,990,1,269,164,161,3,1,60,0,0,1,35,0,18,0,0,0,1,0,0,3,1,5,1,0,0,1,0,28,0,0,0,0,0,0,0,0,0,0,1,6
26400003,2640,3,2819,1866,1825,41,6,128,0,54,24,0,4,0,3,3,80,0,0,1,297,128,636,12,0,0,0,0,1,2,0,0,0,0,0,1,2,0,0,5,444
26400004,2640,4,3786,2384,2351,33,6,71,0,119,36,0,4,4,5,2,134,0,0,2,233,153,1056,14,1,0,0,1,2,1,0,0,1,0,0,0,10,1,0,8,493
26400007,2640,7,2927,1966,1941,25,5,127,0,97,22,0,11,2,4,5,98,0,0,1,359,129,733,28,1,0,0,0,0,0,0,0,0,0,4,0,4,0,1,6,309
26400005,2640,5,2441,1549,1515,34,5,62,0,47,33,0,0,0,8,0,54,0,0,0,151,77,692,6,1,0,0,0,2,5,0,0,0,0,4,0,6,0,0,2,365
26400002,2640,2,2054,1294,1287,7,3,55,0,47,72,1,2,2,2,0,58,0,0,0,99,58,463,2,0,0,0,0,1,1,0,0,0,1,0,0,5,0,0,2,416
26400008,2640,8,2988,2279,2260,19,6,407,3,40,19,0,6,11,2,8,65,0,0,1,809,83,581,89,0,1,0,0,0,0,0,0,0,0,1,0,7,0,0,8,119
26400006,2640,6,616,399,395,4,1,15,0,5,6,0,1,0,0,1,15,0,0,0,59,22,188,3,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,76
26400009,2640,9,1881,1394,1388,6,3,185,0,27,11,0,12,3,1,8,29,0,0,1,491,85,417,38,0,0,2,0,0,0,0,2,0,0,1,0,8,0,0,6,61
26400013,2640,13,2978,2231,2198,33,5,303,0,29,7,0,18,5,3,5,30,0,0,0,793,395,486,59,0,1,0,1,1,0,0,0,2,0,3,1,9,0,1,9,37
26400011,2640,11,1787,1315,1307,8,3,174,0,11,4,0,19,4,7,1,13,0,0,2,543,123,320,55,0,0,0,0,0,1,0,0,0,0,1,0,4,0,0,4,21
26400012,2640,12,1879,1434,1427,7,3,285,0,12,3,0,12,9,3,2,17,0,0,1,577,69,343,50,0,0,0,0,0,1,0,0,0,0,4,0,2,0,0,11,26
260001,26,1,1954,1323,1310,13,3,199,0,21,6,1,61,17,7,4,76,0,0,2,479,55,204,119,0,0,0,0,1,0,0,0,1,1,0,0,19,1,0,7,29
36020001,3602,1,306,263,263,0,1,0,0,130,0,0,6,0,2,0,56,0,0,0,1,3,58,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1
83000513,8300,513,3791,2048,2015,33,6,95,1,169,26,1,2,3,10,2,27,0,1,0,350,378,626,9,7,0,2,1,1,6,0,1,1,1,5,1,8,0,1,4,276
83000511,8300,511,3095,1525,1495,30,5,55,1,222,12,1,0,0,5,1,35,1,0,3,220,282,447,6,5,3,0,2,1,5,0,0,3,0,1,0,9,0,1,6,168
83000512,8300,512,3827,2019,1969,50,7,119,1,254,13,1,6,0,15,3,49,2,0,1,351,302,572,25,7,1,0,0,0,4,0,0,0,1,5,2,11,6,1,7,210
83000315,8300,315,683,414,406,8,1,37,0,1,2,0,0,0,6,0,7,0,0,0,123,95,106,6,2,0,0,1,0,0,0,0,0,0,1,0,5,0,0,2,12
83000412,8300,412,13173,8352,8270,82,22,1230,0,106,35,0,36,15,61,20,92,3,3,4,3067,1129,1903,210,8,3,0,1,2,9,0,0,1,3,12,0,35,3,2,45,232
83000423,8300,423,2527,1654,1643,11,4,229,0,20,7,0,7,5,12,3,13,1,0,1,599,225,417,35,0,0,0,0,1,0,0,0,0,1,8,1,4,1,0,2,51
83000422,8300,422,5144,3190,3161,29,8,452,1,49,13,0,17,7,31,9,29,1,1,6,1086,497,758,72,7,0,0,0,0,1,0,5,0,0,10,2,18,1,0,28,60
83000421,8300,421,5096,3330,3298,32,8,383,0,123,16,1,17,4,33,9,57,0,2,2,1091,530,771,55,2,1,2,0,1,10,0,0,0,1,5,1,9,0,2,15,155
83000312,8300,312,7539,4381,4331,50,13,532,2,58,15,2,28,5,33,9,50,1,1,1,1425,764,1080,106,8,0,0,1,1,8,0,0,1,0,11,3,20,2,1,25,138
83000426,8300,426,9404,5931,5868,63,16,759,3,65,14,1,27,9,28,20,60,1,0,2,2148,883,1392,152,8,1,0,3,0,9,0,0,2,2,16,2,23,2,1,41,194
83000121,8300,121,1782,941,926,15,3,82,0,11,3,1,4,2,14,4,10,1,0,0,243,250,209,21,11,0,0,1,0,0,0,0,0,0,9,2,5,0,0,8,35
83000116,8300,116,11206,6661,6550,111,19,544,1,104,80,5,28,10,45,15,102,1,6,1,1725,1765,1528,95,22,0,0,2,1,25,0,1,1,1,12,4,21,4,2,22,377
83000122,8300,122,4754,2789,2749,40,8,211,0,93,47,0,17,3,21,4,58,0,1,0,656,672,663,44,5,1,0,1,0,8,0,1,0,0,6,3,12,0,0,11,211
83000125,8300,125,5365,3409,3359,50,8,290,0,65,17,0,11,2,18,8,43,2,0,5,1034,683,872,42,9,0,1,0,0,18,0,3,0,0,8,2,12,0,2,8,204
83000115,8300,115,2986,1720,1688,32,5,94,1,20,5,0,1,2,10,0,29,1,0,3,435,428,499,15,6,0,1,0,0,0,0,1,0,1,3,3,5,0,3,8,114
83000126,8300,126,6209,3856,3811,45,10,317,2,60,83,2,17,2,28,7,67,0,1,3,1088,682,1053,41,2,0,0,1,0,8,0,0,3,1,11,7,15,0,0,20,290
83000114,8300,114,6846,4365,4315,50,12,353,1,43,14,1,16,1,22,4,37,0,1,3,1227,1123,1197,59,13,0,0,2,1,11,0,0,0,1,7,3,14,0,1,16,144
83000212,8300,212,4376,2663,2631,32,8,181,0,45,17,0,9,2,12,1,59,0,0,2,596,200,929,32,0,0,2,0,2,16,0,0,1,0,3,0,13,1,0,14,494
83000215,8300,215,2221,1563,1550,13,4,170,1,13,9,1,5,4,6,4,11,0,0,1,605,158,408,40,0,0,0,0,0,8,0,0,0,0,1,1,4,1,0,13,86
83000214,8300,214,1705,1249,1242,7,3,156,0,23,1,0,7,2,8,4,10,0,0,1,470,121,335,24,0,0,0,0,1,2,0,0,0,1,4,0,3,0,0,18,51
83000213,8300,213,5628,3587,3545,42,9,230,0,96,19,1,10,0,22,5,80,0,0,2,854,292,1160,44,1,0,0,2,2,18,0,0,0,2,5,2,10,0,1,8,679
83000224,8300,224,5622,3604,3559,45,9,490,1,101,13,2,19,3,30,14,74,1,1,3,1172,482,879,75,14,3,2,0,0,7,0,0,1,2,11,4,16,0,1,16,122
83000225,8300,225,3942,2565,2541,24,7,287,0,133,16,1,16,1,23,5,95,0,1,0,803,335,627,42,2,0,0,0,0,7,0,1,1,0,12,0,12,1,1,8,111
83000221,8300,221,3376,2235,2214,21,5,269,0,56,8,0,8,3,11,2,37,1,0,1,732,366,539,40,0,0,0,0,0,7,0,0,3,0,4,2,14,0,2,13,96
83000425,8300,425,2872,1772,1750,22,5,213,0,14,8,0,9,6,19,6,18,1,0,3,621,310,386,37,4,0,1,0,0,1,0,0,0,1,2,0,11,1,0,12,66
83000624,8300,624,8591,5643,5596,47,14,612,3,68,21,0,17,10,30,16,55,0,0,3,1971,579,1769,67,1,0,1,1,0,8,0,1,0,0,9,1,19,0,2,26,306
83000516,8300,516,3989,2888,2867,21,7,385,0,43,5,0,10,3,23,6,35,0,0,3,1091,229,847,54,0,0,1,0,0,0,0,0,0,0,4,1,8,2,0,7,110
83000124,8300,124,2187,1466,1449,17,4,120,1,15,23,0,1,4,5,2,29,0,5,1,427,339,379,18,2,0,0,1,0,1,0,0,0,0,4,1,8,1,0,4,58
83000222,8300,222,1163,731,718,13,2,82,0,31,2,1,6,0,3,0,15,0,0,1,216,142,166,8,3,0,0,0,0,0,0,1,0,0,2,0,1,1,0,5,32
83000522,8300,522,4452,2959,2940,19,8,345,0,29,13,0,15,5,11,8,35,3,0,1,1029,356,815,68,3,0,0,0,1,5,0,1,0,0,9,7,12,0,2,17,150
83000532,8300,532,1715,1213,1206,7,3,122,0,14,4,0,11,0,2,7,4,0,0,0,533,83,333,16,0,0,0,0,0,3,0,2,0,1,1,0,4,0,0,9,57
83000531,8300,531,3578,2560,2534,26,7,389,0,20,4,0,16,1,7,9,32,0,0,2,1047,143,664,56,1,0,2,0,0,3,0,0,0,1,4,0,9,0,0,18,106
83000621,8300,621,2548,1769,1751,18,4,199,0,18,7,1,10,1,10,5,24,0,0,0,658,172,506,28,0,0,0,0,1,2,0,0,0,0,2,1,5,0,0,5,96
83000515,8300,515,2757,1973,1949,24,4,275,0,29,9,0,11,0,23,6,27,0,1,6,755,157,503,33,0,0,0,0,0,0,0,0,0,1,3,2,6,0,2,12,88
83000521,8300,521,1930,1290,1279,11,3,139,1,18,1,0,5,1,9,2,11,0,0,0,461,160,378,22,3,0,0,0,0,1,0,0,0,0,5,0,12,0,0,10,40
83000623,8300,623,684,421,417,4,1,60,1,1,6,1,3,1,9,2,6,0,0,0,112,32,154,3,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2,21
83000614,8300,614,2507,1858,1846,12,4,211,0,23,4,0,10,3,7,1,17,1,0,0,725,86,615,28,0,0,0,1,0,6,0,1,0,0,2,0,7,0,0,10,88
83000617,8300,617,7765,5381,5319,62,13,513,1,81,14,1,19,11,24,9,98,1,0,2,1845,531,1611,54,0,0,2,1,1,1,0,0,1,0,4,2,13,1,1,23,454
83000615,8300,615,2375,1625,1612,13,5,131,0,11,5,0,4,0,6,4,20,0,0,2,623,161,524,15,0,0,0,0,0,8,0,1,1,1,3,0,7,0,0,9,76
83000311,8300,311,2648,1732,1706,26,5,216,0,23,15,1,9,1,11,8,41,0,1,0,481,111,533,30,1,0,0,0,1,3,0,0,0,0,4,0,5,0,0,9,202
83000533,8300,533,3427,2414,2394,20,6,322,1,22,2,0,10,2,16,9,20,0,0,1,866,166,794,41,0,0,0,0,0,3,0,0,1,1,4,0,11,0,0,13,89
83000534,8300,534,3075,2134,2117,17,6,259,0,23,1,1,6,1,10,6,13,0,0,1,778,190,623,42,2,0,1,0,0,5,0,1,0,0,3,1,9,0,0,18,123
83000611,8300,611,3362,2494,2484,10,6,375,0,29,2,0,11,2,9,4,15,0,0,1,998,132,766,37,0,0,0,0,0,7,0,0,1,0,2,1,7,2,0,7,76
37950001,3795,1,384,363,363,0,1,0,0,70,1,0,0,0,0,0,240,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13
5640001,564,1,396,271,271,0,1,43,0,3,0,0,10,3,0,0,2,0,0,0,71,12,7,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3540001,354,1,658,401,399,2,1,170,0,4,0,0,14,4,0,1,1,1,0,1,117,22,19,38,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0
3900001,390,1,699,526,522,4,2,187,0,2,0,0,5,1,3,0,0,0,0,0,231,18,45,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
4440001,444,1,344,209,207,2,1,74,1,4,1,0,5,5,0,0,2,0,0,0,72,8,9,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,2
11610007,1161,7,16601,7055,6852,203,27,98,1,6,15,680,34,468,9,21,18,13,2,7,703,77,337,76,8,6,11,13,4061,5,0,6,12,10,10,15,22,15,12,10,71
11610010,1161,10,1239,381,375,6,2,29,0,0,0,101,0,9,0,1,0,0,0,0,5,4,11,11,1,0,0,1,192,1,0,0,0,0,0,0,1,1,0,1,6
11610003,1161,3,1397,438,430,8,2,3,0,0,1,94,0,104,1,0,0,1,0,1,3,1,2,0,2,0,0,0,208,0,0,0,0,0,2,2,0,3,0,0,2
20510001,2051,1,372,264,262,2,1,4,0,19,3,0,0,0,0,0,5,0,0,0,11,11,115,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,92
20160001,2016,1,193,124,123,1,1,1,0,6,4,0,0,0,0,0,0,0,0,0,4,6,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,39
3620001,362,1,446,299,297,2,1,66,0,0,0,0,1,0,1,0,1,0,0,0,99,5,10,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
5390001,539,1,466,403,403,0,1,0,0,0,2,54,0,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,1,0,0,0,0,1
9970001,997,1,967,262,258,4,2,45,0,0,1,5,0,46,1,1,0,2,0,0,27,4,51,4,0,0,0,0,47,0,0,0,14,2,0,1,1,1,0,0,5
36190001,3619,1,175,130,130,0,1,9,0,21,0,0,0,0,1,0,21,0,0,0,37,6,26,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,2
8540001,854,1,251,172,170,2,1,3,0,9,1,0,0,0,0,0,5,0,0,0,23,7,79,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,41
84000425,8400,425,4431,2757,2707,50,7,174,0,40,15,0,17,2,11,10,58,0,0,1,698,475,805,37,3,0,1,1,2,1,0,0,0,0,6,1,11,2,0,10,326
84000432,8400,432,5519,2745,2662,83,9,110,2,200,23,4,7,10,8,1,61,0,5,0,359,317,1066,31,5,0,0,3,7,5,0,2,3,1,1,4,9,2,4,5,407
84000421,8400,421,2981,2015,1994,21,5,346,0,30,3,0,53,5,9,9,22,1,0,0,732,157,429,120,0,0,0,0,0,1,0,0,3,0,1,1,8,1,0,9,54
84000431,8400,431,3478,2207,2181,26,5,289,1,56,13,0,27,4,33,4,79,0,0,3,581,192,638,57,1,2,0,0,0,0,0,0,3,0,3,1,9,1,0,7,177
84000414,8400,414,4780,3137,3106,31,8,553,1,48,9,2,69,16,42,10,35,0,1,1,1023,340,659,191,0,3,0,0,0,2,0,0,0,3,2,2,13,2,0,19,60
84000412,8400,412,7512,4751,4691,60,13,522,2,76,235,0,45,10,34,17,186,0,0,2,1164,691,1124,129,1,0,1,2,0,2,0,2,3,2,8,2,18,0,1,11,401
84000411,8400,411,4650,2851,2802,49,7,290,0,57,21,0,10,4,25,4,76,1,4,2,666,491,860,49,2,0,0,1,0,4,0,0,0,0,4,1,11,1,3,12,203
84000117,8400,117,5601,3492,3461,31,10,263,0,138,266,2,15,7,28,4,258,0,1,1,729,585,756,60,2,1,1,0,0,1,0,0,2,1,0,0,10,0,0,16,314
84000116,8400,116,3801,2470,2446,24,6,328,0,117,19,1,35,9,32,3,63,1,0,1,738,349,557,111,0,2,0,1,1,0,0,0,0,0,1,1,12,1,1,15,47
84000122,8400,122,10501,7039,6998,41,17,1177,5,294,188,1,128,27,45,13,279,1,1,0,2137,689,1392,389,4,4,1,0,0,6,0,0,0,1,11,4,24,2,1,29,145
84000124,8400,124,2498,1742,1737,5,4,115,1,178,141,0,23,5,11,3,202,0,0,0,271,92,444,37,4,0,0,0,1,1,0,0,0,0,2,2,3,0,1,6,194
84000212,8400,212,484,265,262,3,1,6,0,11,4,0,1,1,0,0,14,0,0,0,39,83,79,1,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,2,16
84000211,8400,211,3354,2397,2378,19,6,88,1,345,311,0,14,4,11,4,454,0,2,1,209,134,451,15,0,1,1,0,0,1,0,0,0,0,0,0,4,0,0,6,321
84000222,8400,222,4624,2473,2421,52,8,120,3,91,27,0,5,1,14,3,80,2,1,1,370,455,751,20,5,2,2,1,2,1,0,0,5,1,1,3,7,1,0,9,437
84000231,8400,231,2932,1791,1760,31,5,95,1,57,20,0,11,4,17,6,115,1,0,2,311,272,529,22,3,0,0,0,1,2,0,0,0,0,4,1,6,2,45,4,229
84000312,8400,312,4353,2936,2897,39,7,337,2,40,19,0,26,5,11,10,41,0,0,1,900,474,837,58,0,2,0,0,0,3,0,1,3,1,3,1,11,0,0,16,95
84000311,8400,311,972,666,657,9,2,142,0,8,1,0,10,1,2,2,6,0,0,0,239,40,136,43,0,0,0,0,3,0,0,0,0,0,5,2,2,1,0,2,12
84000123,8400,123,1354,903,898,5,2,149,1,34,2,0,10,1,6,1,39,1,0,1,286,76,204,61,0,1,0,0,1,0,0,0,0,0,2,0,2,0,0,6,14
84000322,8400,322,4579,2713,2677,36,7,187,0,54,14,2,17,3,25,8,75,1,0,3,589,314,1007,36,1,1,0,0,2,3,0,0,1,0,3,1,7,0,3,14,306
84000321,8400,321,1091,711,705,6,2,53,1,9,6,0,3,1,1,1,27,0,0,0,157,94,255,8,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,5,78
84000232,8400,232,1982,1391,1380,11,3,30,0,62,331,0,1,1,7,0,277,0,0,1,76,86,209,3,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,292
84000221,8400,221,520,419,418,1,1,60,0,26,0,0,1,0,4,1,12,0,0,1,157,22,110,9,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,11
84000214,8400,214,5099,3707,3677,30,9,396,0,161,12,0,47,4,18,8,177,0,0,1,1134,480,957,82,3,1,0,2,0,5,0,0,1,1,4,0,8,0,0,15,160
84000213,8400,213,575,444,443,1,1,32,0,70,5,0,5,0,0,1,40,0,0,0,72,31,125,11,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,47
84000424,8400,424,450,315,313,2,1,35,0,2,0,0,4,0,1,0,5,0,0,0,119,42,89,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,4
5400001,540,1,765,453,441,12,2,178,0,0,0,5,0,13,1,1,0,0,0,2,39,106,36,21,0,0,0,0,33,0,0,0,0,0,0,2,1,0,0,1,2
35680001,3568,1,112,78,78,0,1,5,0,2,0,0,5,0,0,0,4,0,0,0,29,13,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
5420001,542,1,3584,1769,1743,26,5,22,0,0,2,434,0,715,0,1,1,0,0,0,12,2,4,11,0,0,1,0,465,3,0,0,0,1,0,10,0,0,3,0,56
5420003,542,3,5010,2204,2155,49,7,38,0,0,5,569,0,665,0,1,3,3,1,0,52,11,14,7,0,0,3,0,714,4,0,1,1,0,0,3,0,1,1,0,58
35650001,3565,1,436,286,278,8,1,4,0,12,0,0,2,1,2,1,30,0,0,0,51,34,124,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,12
6160001,616,1,572,430,429,1,1,91,0,7,3,0,6,0,0,2,4,0,0,3,136,9,123,13,0,0,0,0,0,1,0,1,0,0,0,0,6,0,0,7,17
9220001,922,1,4481,3470,3441,29,7,31,0,52,1373,0,0,0,11,4,41,0,0,0,118,106,302,3,12,0,0,0,0,3,0,0,0,1,0,0,4,0,0,1,1379
10690001,1069,1,478,398,397,1,1,117,0,4,3,0,8,1,1,1,3,0,0,0,168,16,47,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
47020001,4702,1,409,291,290,1,1,69,0,8,0,0,8,1,1,0,11,0,0,1,113,22,36,15,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2,0
2060001,206,1,921,696,690,6,2,154,2,1,6,0,12,5,2,1,3,0,0,2,342,11,68,69,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,4,3
7350001,735,1,469,327,326,1,1,55,0,5,0,0,5,0,1,2,5,0,0,0,124,13,67,28,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,2,14
4450001,445,1,597,446,442,4,1,87,0,0,1,0,16,3,1,0,1,0,0,0,146,4,18,155,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0
3720001,372,1,374,255,255,0,1,80,0,1,0,0,3,0,2,2,5,0,0,0,71,31,45,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7
85000013,8500,13,4967,3151,3030,121,8,81,0,13,6,25,6,40,7,2,46,2,4,0,398,1272,673,26,3,0,1,0,15,0,0,0,3,0,3,5,14,1,0,10,374
85000023,8500,23,5209,2752,2664,88,9,238,0,22,12,50,3,273,15,6,38,2,0,0,469,265,767,46,2,3,1,1,124,1,0,4,1,2,2,6,5,0,2,6,298
85000021,8500,21,3030,1595,1553,42,5,127,0,36,10,13,2,34,12,1,52,0,0,3,283,176,498,9,1,0,1,1,10,3,0,0,2,0,2,2,1,0,2,5,267
85000024,8500,24,5506,3195,3138,57,9,276,0,85,16,32,3,134,19,4,111,1,1,3,640,248,1128,45,0,0,0,3,33,4,0,0,3,0,11,1,6,1,1,3,326
85000035,8500,35,4919,2405,2348,57,8,80,0,22,6,6,2,12,5,9,33,1,3,0,307,298,889,12,1,1,1,2,15,3,0,1,1,0,3,3,5,0,2,0,625
85000032,8500,32,2711,1390,1352,38,4,59,1,21,9,1,2,4,4,2,40,0,0,1,180,170,507,12,1,1,1,1,2,1,0,0,0,2,4,0,6,0,0,1,319
85000034,8500,34,1965,954,935,19,3,51,1,12,3,6,0,1,6,1,34,1,3,0,128,130,307,7,2,2,0,2,0,0,0,0,2,0,0,1,1,1,1,3,229
85000015,8500,15,2693,1344,1302,42,5,38,0,0,3,139,135,201,0,2,5,2,0,0,51,38,100,5,0,0,1,1,516,0,0,0,1,3,0,5,2,1,1,1,51
85000042,8500,42,5081,2684,2628,56,9,107,0,42,8,54,8,81,6,3,54,0,1,2,308,316,837,13,2,1,3,1,221,1,0,2,1,0,4,7,6,3,2,11,523
85000043,8500,43,8519,4702,4583,119,14,191,0,28,14,25,6,48,16,10,75,4,5,5,717,876,1536,23,2,1,4,4,94,4,0,1,2,3,10,3,16,3,2,5,850
85000041,8500,41,503,285,283,2,1,16,0,18,2,0,2,0,1,2,4,0,0,0,57,30,108,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,40
85000016,8500,16,352,152,147,5,1,6,0,0,0,7,0,15,1,1,0,0,0,0,5,3,26,0,0,0,0,0,62,0,0,0,0,0,2,0,0,0,0,0,19
85000045,8500,45,1222,533,505,28,2,5,0,0,0,129,0,32,0,0,0,1,1,0,11,1,2,7,0,0,0,0,307,0,0,2,2,0,2,0,0,1,0,1,1
85000017,8500,17,510,247,233,14,1,11,0,5,0,0,0,4,0,0,2,0,0,1,41,25,89,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,51
85000011,8500,11,822,560,539,21,2,1,0,0,0,143,0,35,0,1,1,2,0,1,16,2,3,2,0,0,0,1,321,0,0,0,0,0,1,4,0,3,1,1,0
86000123,8600,123,4076,2818,2793,25,7,496,0,30,12,0,34,9,42,23,22,2,0,2,1048,152,617,171,0,0,2,0,0,2,0,0,0,1,4,0,12,0,1,21,90
86000112,8600,112,5483,3707,3679,28,9,585,3,69,20,0,43,26,48,12,56,2,0,2,1425,160,838,193,1,0,0,1,1,8,0,0,1,2,8,0,10,2,0,21,142
86000132,8600,132,2944,1840,1825,15,6,341,1,21,5,0,22,10,19,5,29,0,0,2,688,89,400,111,0,0,0,1,0,0,0,1,0,0,3,3,4,0,1,5,64
86000222,8600,222,3538,2511,2493,18,6,329,0,146,26,0,23,10,30,10,106,0,0,0,801,149,649,65,1,1,0,1,0,1,0,0,1,0,3,3,13,0,0,15,110
86000311,8600,311,1533,1179,1174,5,3,221,2,15,10,0,8,5,13,8,14,0,0,2,488,41,263,45,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,5,27
86000136,8600,136,7045,3913,3872,41,13,538,2,51,26,2,36,20,56,15,76,0,0,4,1274,362,1007,186,6,3,1,1,1,1,0,0,0,0,3,1,10,0,0,29,161
86000113,8600,113,4230,2465,2440,25,7,348,1,17,32,0,22,7,40,20,50,0,1,4,714,251,652,74,0,0,1,1,0,2,0,1,1,2,2,0,7,0,0,25,165
86000115,8600,115,3637,2169,2142,27,7,299,1,25,18,0,16,7,57,14,22,1,0,2,681,161,625,35,1,0,0,0,1,10,0,0,2,1,4,2,7,0,0,18,132
